8.920407844621777022e-03	9.990838491671942823e-01	1.241736793427565960e-01
9.188020079960430506e-03	9.568457406969221868e-01	1.177296641599487742e-01
9.463660682359244236e-03	7.822651819339464518e-01	8.270780564220672759e-02
9.747570502830021216e-03	9.602323378960292422e-01	8.617705452095790475e-02
1.003999761791492078e-02	8.376384329583935751e-01	7.399604329140888059e-02
1.034119754645236935e-02	8.260230160261249344e-01	6.650591557605181614e-02
1.065143347284593957e-02	7.659647640563677085e-01	6.005285221106237276e-02
1.097097647703131756e-02	9.308056664536914493e-01	6.162682234031852807e-02
1.130010577134225695e-02	7.419110847624930116e-01	4.974670167982618574e-02
1.163910894448252561e-02	7.400734517478027019e-01	4.651164467455170398e-02
1.198828221281699954e-02	7.602200927169626699e-01	4.411320384312332477e-02
1.234793067920151102e-02	7.944729852297751638e-01	4.152475643379115178e-02
1.271836859957755500e-02	7.992173908255962855e-01	3.962711143542069908e-02
1.309991965756488255e-02	7.996292182371562696e-01	3.676543078370640011e-02
1.349291724729182948e-02	8.128613815783625185e-01	3.508765389215969671e-02
1.389770476471058336e-02	7.818120956873344518e-01	3.231311390978659076e-02
1.431463590765190072e-02	6.103183265068975460e-01	2.636306959067139313e-02
1.474407498488145701e-02	3.231443590252793818e-01	1.796696591494739356e-02
1.518639723442790149e-02	2.967009165524055470e-01	1.616104352277919140e-02
1.564198915146073829e-02	4.298672232519573644e-01	1.862677790134796563e-02
1.611124882600455804e-02	4.862611006192855689e-01	1.884930754562064159e-02
1.659458629078469638e-02	5.166893103146604771e-01	1.874131567776486998e-02
1.709242387950823949e-02	5.008911218835572221e-01	1.772549468415575424e-02
1.760519659589348390e-02	4.000905320385450548e-01	1.478812272717165179e-02
1.813335249377029043e-02	3.110198777706639217e-01	1.219583777860190101e-02
1.867735306858339661e-02	2.533098459486894383e-01	1.083685302365041889e-02
1.923767366064089990e-02	2.777142896474860123e-01	1.111289442924320685e-02
1.981480387046012648e-02	3.113395089356125744e-01	1.152890442399504174e-02
2.040924798657393208e-02	3.204800743387908324e-01	1.146136234178538049e-02
2.102152542617114969e-02	3.268629058680609933e-01	1.132549457915036327e-02
2.165217118895628595e-02	2.674202963197866434e-01	1.033214314659780531e-02
2.230173632462497182e-02	2.230144457840086969e-01	7.722118665218842722e-03
2.297078841436372282e-02	1.717029728782540066e-01	6.663008854144933379e-03
2.365991206679463055e-02	1.688994488128132132e-01	6.106536534951080043e-03
2.436970942879847224e-02	1.873496043614272799e-01	6.092942231884767093e-03
2.510080071166242294e-02	2.017573500923890151e-01	6.098484326784020353e-03
2.585382473301229764e-02	1.807719097026523336e-01	5.421368086734191204e-03
2.662943947500266695e-02	1.459360129305512233e-01	4.649680240267082924e-03
2.742832265925274765e-02	1.087986717214954741e-01	3.787176768252764527e-03
2.825117233903032959e-02	1.030995104257888262e-01	3.516633593843480378e-03
2.909870750920124163e-02	1.044497594422367781e-01	3.408337911935004072e-03
2.997166873447727753e-02	1.088704885852674609e-01	3.332080117531469217e-03
3.087081879651159405e-02	9.207160510376556639e-02	2.928300598594114380e-03
3.179694336040694153e-02	6.258935517542958682e-02	2.288363429965980210e-03
3.275085166121914637e-02	4.889031885689953949e-02	1.929342927975641548e-03
3.373337721105572340e-02	5.924868465995863226e-02	2.049005761479189610e-03
3.474537852738739108e-02	5.930007985082527688e-02	1.972569830906236148e-03
3.578773988320901878e-02	4.547308973502112855e-02	1.641974376159242030e-03
3.686137207970528740e-02	3.020500146259976273e-02	1.290657484005741044e-03
3.796721324209643977e-02	2.712384988568610281e-02	1.171493830238647593e-03
3.910622963935933560e-02	2.899722130235701453e-02	1.182992989888739452e-03
4.027941652854011290e-02	2.404497766676753565e-02	1.032129211964911454e-03
4.148779902439631712e-02	1.587019844298160481e-02	8.633356422524818968e-04
4.273243299512820281e-02	1.129857161219007845e-02	6.996542035918361727e-04
4.401440598498204682e-02	1.321498482873702425e-02	7.101355532206955756e-04
4.533483816453151571e-02	9.625825102472354566e-03	5.679001463128755325e-04
4.669488330946745813e-02	5.394562465934824025e-03	4.181761859447450367e-04
4.809572980875148618e-02	4.679846357571968221e-03	3.840353997982626569e-04
